,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4892,0.704,0.927,9,-7.157,1,0.0436,0.185,0.108,0.325,0.342,114.994,audio_features,238vPTkV2cKupWDnAietb6,spotify:track:238vPTkV2cKupWDnAietb6,https://api.spotify.com/v1/tracks/238vPTkV2cKupWDnAietb6,https://api.spotify.com/v1/audio-analysis/238vPTkV2cKupWDnAietb6,317092,4
4893,0.818,0.363,10,-14.482,0,0.163,0.358,2.73e-05,0.117,0.804,117.962,audio_features,0c2Gc3qrijvGkr0mZ8iKxq,spotify:track:0c2Gc3qrijvGkr0mZ8iKxq,https://api.spotify.com/v1/tracks/0c2Gc3qrijvGkr0mZ8iKxq,https://api.spotify.com/v1/audio-analysis/0c2Gc3qrijvGkr0mZ8iKxq,174160,4
4894,0.902,0.435,7,-11.697,1,0.0661,0.637,0.000102,0.105,0.711,130.044,audio_features,3zEykA3yKGcWaExQsfFdZp,spotify:track:3zEykA3yKGcWaExQsfFdZp,https://api.spotify.com/v1/tracks/3zEykA3yKGcWaExQsfFdZp,https://api.spotify.com/v1/audio-analysis/3zEykA3yKGcWaExQsfFdZp,202360,4
4895,0.61,0.791,2,-10.918,0,0.101,0.0818,0.0,0.0847,0.938,85.338,audio_features,3LxMs3DBirmev8OFkSNuBA,spotify:track:3LxMs3DBirmev8OFkSNuBA,https://api.spotify.com/v1/tracks/3LxMs3DBirmev8OFkSNuBA,https://api.spotify.com/v1/audio-analysis/3LxMs3DBirmev8OFkSNuBA,290667,4
4896,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,audio_features,57460SJgSpCXaRJ9YIYHxy,spotify:track:57460SJgSpCXaRJ9YIYHxy,https://api.spotify.com/v1/tracks/57460SJgSpCXaRJ9YIYHxy,https://api.spotify.com/v1/audio-analysis/57460SJgSpCXaRJ9YIYHxy,171373,4
4897,0.66,0.337,2,-11.524,1,0.0286,0.213,1.57e-05,0.142,0.703,110.173,audio_features,0oQshbv1BFLZ61b1tQ4Eqg,spotify:track:0oQshbv1BFLZ61b1tQ4Eqg,https://api.spotify.com/v1/tracks/0oQshbv1BFLZ61b1tQ4Eqg,https://api.spotify.com/v1/audio-analysis/0oQshbv1BFLZ61b1tQ4Eqg,136080,3
4898,0.716,0.519,7,-7.472,1,0.0554,0.554,0.0,0.0993,0.466,87.963,audio_features,376Gg7Oxo5C5jUWDWpVXeI,spotify:track:376Gg7Oxo5C5jUWDWpVXeI,https://api.spotify.com/v1/tracks/376Gg7Oxo5C5jUWDWpVXeI,https://api.spotify.com/v1/audio-analysis/376Gg7Oxo5C5jUWDWpVXeI,200600,4
4899,0.684,0.938,9,-3.6,1,0.0866,0.11,0.0,0.226,0.76,142.925,audio_features,4i9D1GN4xtGXiYRgx7mfl9,spotify:track:4i9D1GN4xtGXiYRgx7mfl9,https://api.spotify.com/v1/tracks/4i9D1GN4xtGXiYRgx7mfl9,https://api.spotify.com/v1/audio-analysis/4i9D1GN4xtGXiYRgx7mfl9,239360,4
4900,0.457,0.523,5,-8.144,1,0.0355,0.376,0.000141,0.199,0.382,116.047,audio_features,1FEdEeL3LVSw0upgUChKAB,spotify:track:1FEdEeL3LVSw0upgUChKAB,https://api.spotify.com/v1/tracks/1FEdEeL3LVSw0upgUChKAB,https://api.spotify.com/v1/audio-analysis/1FEdEeL3LVSw0upgUChKAB,319951,4
4901,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,audio_features,7bp5DfkdK1OAvNJ1U4HfDA,spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/tracks/7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/audio-analysis/7bp5DfkdK1OAvNJ1U4HfDA,209973,4
4902,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58e-05,0.561,0.418,98.094,audio_features,5NhlpQ6BOIz3S5welptk1W,spotify:track:5NhlpQ6BOIz3S5welptk1W,https://api.spotify.com/v1/tracks/5NhlpQ6BOIz3S5welptk1W,https://api.spotify.com/v1/audio-analysis/5NhlpQ6BOIz3S5welptk1W,252026,4
4903,0.559,0.393,0,-11.095,1,0.0237,0.717,0.0,0.0532,0.669,90.105,audio_features,5MLLuLqPdUlx8bfKtdkLwO,spotify:track:5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/audio-analysis/5MLLuLqPdUlx8bfKtdkLwO,274891,4
4904,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,audio_features,4fPBB44eDH71YohayI4eKV,spotify:track:4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/tracks/4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/audio-analysis/4fPBB44eDH71YohayI4eKV,189227,4
4905,0.577,0.51,9,-13.74,1,0.0364,0.0666,0.51,0.241,0.851,154.645,audio_features,5cC9RZFMzrpbA9U1m4zSPm,spotify:track:5cC9RZFMzrpbA9U1m4zSPm,https://api.spotify.com/v1/tracks/5cC9RZFMzrpbA9U1m4zSPm,https://api.spotify.com/v1/audio-analysis/5cC9RZFMzrpbA9U1m4zSPm,203800,4
4906,0.321,0.294,7,-12.568,1,0.0286,0.297,0.000561,0.295,0.18,172.859,audio_features,2Uup75DRkJ03P91XyITXGC,spotify:track:2Uup75DRkJ03P91XyITXGC,https://api.spotify.com/v1/tracks/2Uup75DRkJ03P91XyITXGC,https://api.spotify.com/v1/audio-analysis/2Uup75DRkJ03P91XyITXGC,153240,4
4907,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,audio_features,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/tracks/1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/audio-analysis/1GrikfH0jDejDvrxo84n4P,301200,4
4908,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,audio_features,7DH5dXVuQaqcKf9oTy9oUN,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,https://api.spotify.com/v1/tracks/7DH5dXVuQaqcKf9oTy9oUN,https://api.spotify.com/v1/audio-analysis/7DH5dXVuQaqcKf9oTy9oUN,138640,3
4909,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,audio_features,5VJjhHyG8NZ5xdgG6uTb3P,spotify:track:5VJjhHyG8NZ5xdgG6uTb3P,https://api.spotify.com/v1/tracks/5VJjhHyG8NZ5xdgG6uTb3P,https://api.spotify.com/v1/audio-analysis/5VJjhHyG8NZ5xdgG6uTb3P,208893,4
4910,0.397,0.195,3,-11.475,1,0.0286,0.719,0.00119,0.0958,0.128,143.728,audio_features,3cPtZw0oqMEkKlGSF0SLkc,spotify:track:3cPtZw0oqMEkKlGSF0SLkc,https://api.spotify.com/v1/tracks/3cPtZw0oqMEkKlGSF0SLkc,https://api.spotify.com/v1/audio-analysis/3cPtZw0oqMEkKlGSF0SLkc,344770,4
4911,0.627,0.706,10,-3.201,0,0.0597,0.00227,0.0,0.122,0.536,99.93,audio_features,4z9gBZQjGS4QLb4LOvmeuA,spotify:track:4z9gBZQjGS4QLb4LOvmeuA,https://api.spotify.com/v1/tracks/4z9gBZQjGS4QLb4LOvmeuA,https://api.spotify.com/v1/audio-analysis/4z9gBZQjGS4QLb4LOvmeuA,203352,4
4912,0.759,0.563,0,-8.643,1,0.0338,0.699,0.619,0.144,0.86,136.67,audio_features,7iWIdiJlKvJ4PjFYVrWLUU,spotify:track:7iWIdiJlKvJ4PjFYVrWLUU,https://api.spotify.com/v1/tracks/7iWIdiJlKvJ4PjFYVrWLUU,https://api.spotify.com/v1/audio-analysis/7iWIdiJlKvJ4PjFYVrWLUU,256840,4
4913,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,audio_features,7i7UIbm5E0DD7aSOYvwp2v,spotify:track:7i7UIbm5E0DD7aSOYvwp2v,https://api.spotify.com/v1/tracks/7i7UIbm5E0DD7aSOYvwp2v,https://api.spotify.com/v1/audio-analysis/7i7UIbm5E0DD7aSOYvwp2v,256347,4
4914,0.818,0.619,4,-11.72,1,0.0372,0.0829,0.014,0.113,0.937,129.043,audio_features,505XP0vyEM7oUz5JdcPpT1,spotify:track:505XP0vyEM7oUz5JdcPpT1,https://api.spotify.com/v1/tracks/505XP0vyEM7oUz5JdcPpT1,https://api.spotify.com/v1/audio-analysis/505XP0vyEM7oUz5JdcPpT1,236160,4
4915,0.37,0.787,4,-12.46,0,0.0435,0.347,0.646,0.113,0.825,88.064,audio_features,4fb4QSuQt8FLghjG0Ipd7g,spotify:track:4fb4QSuQt8FLghjG0Ipd7g,https://api.spotify.com/v1/tracks/4fb4QSuQt8FLghjG0Ipd7g,https://api.spotify.com/v1/audio-analysis/4fb4QSuQt8FLghjG0Ipd7g,563400,4
4916,0.574,0.469,10,-8.163,1,0.0621,0.472,0.0,0.0742,0.746,77.801,audio_features,1zc9G4b4zbRptS59Lg8VZu,spotify:track:1zc9G4b4zbRptS59Lg8VZu,https://api.spotify.com/v1/tracks/1zc9G4b4zbRptS59Lg8VZu,https://api.spotify.com/v1/audio-analysis/1zc9G4b4zbRptS59Lg8VZu,193973,4
4917,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,audio_features,0zGLlXbHlrAyBN1x6sY0rb,spotify:track:0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/tracks/0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/audio-analysis/0zGLlXbHlrAyBN1x6sY0rb,196133,4
4918,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,audio_features,1mMLMZYXkMueg65jRRWG1l,spotify:track:1mMLMZYXkMueg65jRRWG1l,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,240760,4
4919,0.497,0.973,7,-2.949,1,0.462,0.0784,8.09e-06,0.0946,0.212,166.829,audio_features,6mSL6E1oxowyr3qknFAHTm,spotify:track:6mSL6E1oxowyr3qknFAHTm,https://api.spotify.com/v1/tracks/6mSL6E1oxowyr3qknFAHTm,https://api.spotify.com/v1/audio-analysis/6mSL6E1oxowyr3qknFAHTm,173760,4
4920,0.516,0.714,9,-7.772,0,0.0393,0.154,0.00136,0.106,0.528,80.614,audio_features,1fPLarHjgMC9QlsHfPijbr,spotify:track:1fPLarHjgMC9QlsHfPijbr,https://api.spotify.com/v1/tracks/1fPLarHjgMC9QlsHfPijbr,https://api.spotify.com/v1/audio-analysis/1fPLarHjgMC9QlsHfPijbr,240107,4
4921,0.307,0.419,5,-11.983,1,0.0307,0.317,0.0425,0.149,0.0507,124.775,audio_features,6WDgN0IgzT40Ae08rCssLi,spotify:track:6WDgN0IgzT40Ae08rCssLi,https://api.spotify.com/v1/tracks/6WDgN0IgzT40Ae08rCssLi,https://api.spotify.com/v1/audio-analysis/6WDgN0IgzT40Ae08rCssLi,532893,3
4922,0.766,0.493,3,-8.571,1,0.0689,0.691,0.0,0.0556,0.921,142.764,audio_features,5GR1Jj5ahZtoR6WqyM5LP4,spotify:track:5GR1Jj5ahZtoR6WqyM5LP4,https://api.spotify.com/v1/tracks/5GR1Jj5ahZtoR6WqyM5LP4,https://api.spotify.com/v1/audio-analysis/5GR1Jj5ahZtoR6WqyM5LP4,169933,4
4923,0.473,0.67,8,-7.756,1,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,audio_features,1dZHIbmuBDAwXfQOM4dyM3,spotify:track:1dZHIbmuBDAwXfQOM4dyM3,https://api.spotify.com/v1/tracks/1dZHIbmuBDAwXfQOM4dyM3,https://api.spotify.com/v1/audio-analysis/1dZHIbmuBDAwXfQOM4dyM3,625293,4
4924,0.359,0.945,9,-5.176,1,0.0785,0.178,1.54e-05,0.344,0.518,137.372,audio_features,6cg3CWWHTui9KAew9dHIjT,spotify:track:6cg3CWWHTui9KAew9dHIjT,https://api.spotify.com/v1/tracks/6cg3CWWHTui9KAew9dHIjT,https://api.spotify.com/v1/audio-analysis/6cg3CWWHTui9KAew9dHIjT,302333,4
4925,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
4926,0.474,0.841,8,-8.049,1,0.0941,0.00437,0.00389,0.315,0.2,129.254,audio_features,1JRDjdUYViUZPGDue1CENL,spotify:track:1JRDjdUYViUZPGDue1CENL,https://api.spotify.com/v1/tracks/1JRDjdUYViUZPGDue1CENL,https://api.spotify.com/v1/audio-analysis/1JRDjdUYViUZPGDue1CENL,342800,4
4927,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,audio_features,240FNg8tSGXr9OGswVMuO6,spotify:track:240FNg8tSGXr9OGswVMuO6,https://api.spotify.com/v1/tracks/240FNg8tSGXr9OGswVMuO6,https://api.spotify.com/v1/audio-analysis/240FNg8tSGXr9OGswVMuO6,146427,4
4928,0.724,0.856,8,-6.119,0,0.0283,0.0653,1.85e-06,0.354,0.891,129.794,audio_features,1qvY1z3Wm3sAYeHfPTnrbI,spotify:track:1qvY1z3Wm3sAYeHfPTnrbI,https://api.spotify.com/v1/tracks/1qvY1z3Wm3sAYeHfPTnrbI,https://api.spotify.com/v1/audio-analysis/1qvY1z3Wm3sAYeHfPTnrbI,161800,4
4929,0.186,0.17,5,-20.046,1,0.0355,0.919,0.921,0.102,0.0394,101.006,audio_features,0r2eiBj4ohn8S0DKWzWQb9,spotify:track:0r2eiBj4ohn8S0DKWzWQb9,https://api.spotify.com/v1/tracks/0r2eiBj4ohn8S0DKWzWQb9,https://api.spotify.com/v1/audio-analysis/0r2eiBj4ohn8S0DKWzWQb9,219293,4
4930,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05e-05,0.0916,0.647,102.013,audio_features,4KFM3A5QF2IMcc6nHsu3Wp,spotify:track:4KFM3A5QF2IMcc6nHsu3Wp,https://api.spotify.com/v1/tracks/4KFM3A5QF2IMcc6nHsu3Wp,https://api.spotify.com/v1/audio-analysis/4KFM3A5QF2IMcc6nHsu3Wp,267267,4
4931,0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041,audio_features,38KsRHYE10bG0paU78gL9r,spotify:track:38KsRHYE10bG0paU78gL9r,https://api.spotify.com/v1/tracks/38KsRHYE10bG0paU78gL9r,https://api.spotify.com/v1/audio-analysis/38KsRHYE10bG0paU78gL9r,201398,4
4932,0.661,0.856,11,-4.865,1,0.0303,0.161,0.292,0.052,0.882,120.046,audio_features,0DmECgkk7chNyhf4kaHaLN,spotify:track:0DmECgkk7chNyhf4kaHaLN,https://api.spotify.com/v1/tracks/0DmECgkk7chNyhf4kaHaLN,https://api.spotify.com/v1/audio-analysis/0DmECgkk7chNyhf4kaHaLN,261360,4
4933,0.566,0.864,9,-10.704,1,0.0525,0.475,0.168,0.154,0.342,106.863,audio_features,1SeFJKXiXP8o374gDUylL9,spotify:track:1SeFJKXiXP8o374gDUylL9,https://api.spotify.com/v1/tracks/1SeFJKXiXP8o374gDUylL9,https://api.spotify.com/v1/audio-analysis/1SeFJKXiXP8o374gDUylL9,171827,4
4934,0.561,0.0859,6,-11.478,0,0.0511,0.94,0.0,0.16,0.117,78.372,audio_features,1J3w85cS3FEmoSKRu2dQJ8,spotify:track:1J3w85cS3FEmoSKRu2dQJ8,https://api.spotify.com/v1/tracks/1J3w85cS3FEmoSKRu2dQJ8,https://api.spotify.com/v1/audio-analysis/1J3w85cS3FEmoSKRu2dQJ8,139467,4
4935,0.596,0.385,9,-7.727,1,0.0297,0.916,2.66e-05,0.155,0.697,141.238,audio_features,6BSM7JqYn5wZxl1o3f7oxT,spotify:track:6BSM7JqYn5wZxl1o3f7oxT,https://api.spotify.com/v1/tracks/6BSM7JqYn5wZxl1o3f7oxT,https://api.spotify.com/v1/audio-analysis/6BSM7JqYn5wZxl1o3f7oxT,139093,4
4936,0.444,0.471,10,-9.107,1,0.0322,0.00161,0.0017,0.14,0.205,76.335,audio_features,6gwaa6ElIixNTvu6RwkMyo,spotify:track:6gwaa6ElIixNTvu6RwkMyo,https://api.spotify.com/v1/tracks/6gwaa6ElIixNTvu6RwkMyo,https://api.spotify.com/v1/audio-analysis/6gwaa6ElIixNTvu6RwkMyo,273800,4
4937,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,audio_features,4Km5HrUvYTaSUfiSGPJeQR,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,343150,4
4938,0.748,0.65,4,-7.356,1,0.0691,0.884,0.877,0.0739,0.61,160.069,audio_features,3fr6YASa6IOc3o7xuDuvs7,spotify:track:3fr6YASa6IOc3o7xuDuvs7,https://api.spotify.com/v1/tracks/3fr6YASa6IOc3o7xuDuvs7,https://api.spotify.com/v1/audio-analysis/3fr6YASa6IOc3o7xuDuvs7,144016,4
4939,0.457,0.428,1,-9.796,1,0.0283,0.329,2.21e-06,0.169,0.151,129.98,audio_features,0bLOiofyBB62YU2cNnONJG,spotify:track:0bLOiofyBB62YU2cNnONJG,https://api.spotify.com/v1/tracks/0bLOiofyBB62YU2cNnONJG,https://api.spotify.com/v1/audio-analysis/0bLOiofyBB62YU2cNnONJG,404933,4
4940,0.775,0.572,0,-8.427,0,0.0633,0.0117,0.0293,0.0847,0.64,90.023,audio_features,0bgsj8kz5zWbQ6njk2Oqoz,spotify:track:0bgsj8kz5zWbQ6njk2Oqoz,https://api.spotify.com/v1/tracks/0bgsj8kz5zWbQ6njk2Oqoz,https://api.spotify.com/v1/audio-analysis/0bgsj8kz5zWbQ6njk2Oqoz,356653,4
4941,0.553,0.519,6,-7.645,1,0.0646,0.196,0.000435,0.0562,0.571,87.152,audio_features,28tgHkgZoBWHsmbzmI41Yt,spotify:track:28tgHkgZoBWHsmbzmI41Yt,https://api.spotify.com/v1/tracks/28tgHkgZoBWHsmbzmI41Yt,https://api.spotify.com/v1/audio-analysis/28tgHkgZoBWHsmbzmI41Yt,200400,4
4942,0.642,0.397,6,-16.842,1,0.0639,0.461,0.000834,0.106,0.798,84.064,audio_features,7dL8FCLzEaWC2A3qWQuz1q,spotify:track:7dL8FCLzEaWC2A3qWQuz1q,https://api.spotify.com/v1/tracks/7dL8FCLzEaWC2A3qWQuz1q,https://api.spotify.com/v1/audio-analysis/7dL8FCLzEaWC2A3qWQuz1q,286493,4
4943,0.737,0.93,1,-6.083,1,0.0534,0.237,1.57e-06,0.0911,0.965,103.191,audio_features,2df5QsXucx4VLiHNGusXD5,spotify:track:2df5QsXucx4VLiHNGusXD5,https://api.spotify.com/v1/tracks/2df5QsXucx4VLiHNGusXD5,https://api.spotify.com/v1/audio-analysis/2df5QsXucx4VLiHNGusXD5,253107,4
4944,0.86,0.439,6,-12.264,0,0.0495,0.0204,0.0147,0.0465,0.725,99.144,audio_features,7f9sC9fvtjYSZYOLSmKJlq,spotify:track:7f9sC9fvtjYSZYOLSmKJlq,https://api.spotify.com/v1/tracks/7f9sC9fvtjYSZYOLSmKJlq,https://api.spotify.com/v1/audio-analysis/7f9sC9fvtjYSZYOLSmKJlq,228307,4
4945,0.841,0.4,6,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,89.594,audio_features,6DNgKv1sWH2505Z5SAqAXr,spotify:track:6DNgKv1sWH2505Z5SAqAXr,https://api.spotify.com/v1/tracks/6DNgKv1sWH2505Z5SAqAXr,https://api.spotify.com/v1/audio-analysis/6DNgKv1sWH2505Z5SAqAXr,146267,3
4946,0.346,0.627,7,-9.604,1,0.028,0.0995,0.000782,0.0956,0.375,80.381,audio_features,5Nk8O7z4CFqvQpVymTTUFS,spotify:track:5Nk8O7z4CFqvQpVymTTUFS,https://api.spotify.com/v1/tracks/5Nk8O7z4CFqvQpVymTTUFS,https://api.spotify.com/v1/audio-analysis/5Nk8O7z4CFqvQpVymTTUFS,411787,4
4947,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,audio_features,0dXNQ8dckG4eYfEtq9zcva,spotify:track:0dXNQ8dckG4eYfEtq9zcva,https://api.spotify.com/v1/tracks/0dXNQ8dckG4eYfEtq9zcva,https://api.spotify.com/v1/audio-analysis/0dXNQ8dckG4eYfEtq9zcva,197640,4
4948,0.947,0.672,4,-13.819,0,0.349,0.0662,0.0,0.0547,0.741,109.55,audio_features,5TDEIDElkU2hrMnusjPLNu,spotify:track:5TDEIDElkU2hrMnusjPLNu,https://api.spotify.com/v1/tracks/5TDEIDElkU2hrMnusjPLNu,https://api.spotify.com/v1/audio-analysis/5TDEIDElkU2hrMnusjPLNu,248267,4
4949,0.63,0.666,7,-7.186,1,0.045,0.0481,0.000567,0.104,0.288,115.973,audio_features,260jSxvzkFt71ksvkcy2ke,spotify:track:260jSxvzkFt71ksvkcy2ke,https://api.spotify.com/v1/tracks/260jSxvzkFt71ksvkcy2ke,https://api.spotify.com/v1/audio-analysis/260jSxvzkFt71ksvkcy2ke,232760,4
4950,0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,audio_features,36c4JohayB9qd64eidQMBi,spotify:track:36c4JohayB9qd64eidQMBi,https://api.spotify.com/v1/tracks/36c4JohayB9qd64eidQMBi,https://api.spotify.com/v1/audio-analysis/36c4JohayB9qd64eidQMBi,251293,4
4951,0.726,0.414,9,-12.296,0,0.269,0.406,0.0,0.0713,0.47,150.009,audio_features,32ypPhtgTaETvFn3ZIHXTW,spotify:track:32ypPhtgTaETvFn3ZIHXTW,https://api.spotify.com/v1/tracks/32ypPhtgTaETvFn3ZIHXTW,https://api.spotify.com/v1/audio-analysis/32ypPhtgTaETvFn3ZIHXTW,179252,4
4952,0.837,0.866,10,-7.18,0,0.145,0.000483,0.276,0.0569,0.312,128.002,audio_features,1ELoOYxaQ8X2sPSxSN1qO5,spotify:track:1ELoOYxaQ8X2sPSxSN1qO5,https://api.spotify.com/v1/tracks/1ELoOYxaQ8X2sPSxSN1qO5,https://api.spotify.com/v1/audio-analysis/1ELoOYxaQ8X2sPSxSN1qO5,360180,4
4953,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,audio_features,0wEXQrok5avPxlpS7p3IIl,spotify:track:0wEXQrok5avPxlpS7p3IIl,https://api.spotify.com/v1/tracks/0wEXQrok5avPxlpS7p3IIl,https://api.spotify.com/v1/audio-analysis/0wEXQrok5avPxlpS7p3IIl,258800,4
4954,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,audio_features,1A0j6qANKHgk7VZ6uvYO06,spotify:track:1A0j6qANKHgk7VZ6uvYO06,https://api.spotify.com/v1/tracks/1A0j6qANKHgk7VZ6uvYO06,https://api.spotify.com/v1/audio-analysis/1A0j6qANKHgk7VZ6uvYO06,160880,4
4955,0.603,0.835,2,-5.097,1,0.0755,5.15e-05,0.94,0.546,0.0362,123.929,audio_features,0WGLjl3EIjf9MjJFJ90yX9,spotify:track:0WGLjl3EIjf9MjJFJ90yX9,https://api.spotify.com/v1/tracks/0WGLjl3EIjf9MjJFJ90yX9,https://api.spotify.com/v1/audio-analysis/0WGLjl3EIjf9MjJFJ90yX9,265173,4
4956,0.477,0.725,2,-4.671,1,0.0337,0.026,0.000133,0.214,0.427,101.854,audio_features,5BkNCuxzzid0gz9sx3NNbX,spotify:track:5BkNCuxzzid0gz9sx3NNbX,https://api.spotify.com/v1/tracks/5BkNCuxzzid0gz9sx3NNbX,https://api.spotify.com/v1/audio-analysis/5BkNCuxzzid0gz9sx3NNbX,215493,4
4957,0.73,0.756,9,-7.509,0,0.0492,0.0469,0.00333,0.235,0.827,123.604,audio_features,13xKh7WqwxzEFYhYCJJwHg,spotify:track:13xKh7WqwxzEFYhYCJJwHg,https://api.spotify.com/v1/tracks/13xKh7WqwxzEFYhYCJJwHg,https://api.spotify.com/v1/audio-analysis/13xKh7WqwxzEFYhYCJJwHg,259560,4
4958,0.641,0.821,5,-8.783,0,0.0324,0.274,0.477,0.138,0.705,161.143,audio_features,5n1amEDwVKucAGMqePk9yN,spotify:track:5n1amEDwVKucAGMqePk9yN,https://api.spotify.com/v1/tracks/5n1amEDwVKucAGMqePk9yN,https://api.spotify.com/v1/audio-analysis/5n1amEDwVKucAGMqePk9yN,302413,4
4959,0.406,0.768,6,-9.321,1,0.0374,0.507,0.0473,0.0825,0.55,99.855,audio_features,5m6livL7ccIS92wq16n52r,spotify:track:5m6livL7ccIS92wq16n52r,https://api.spotify.com/v1/tracks/5m6livL7ccIS92wq16n52r,https://api.spotify.com/v1/audio-analysis/5m6livL7ccIS92wq16n52r,251453,4
4960,0.663,0.817,7,-6.938,1,0.0561,0.0464,0.000124,0.131,0.784,81.549,audio_features,6rx6Ew1sday1KvsnD4HNdI,spotify:track:6rx6Ew1sday1KvsnD4HNdI,https://api.spotify.com/v1/tracks/6rx6Ew1sday1KvsnD4HNdI,https://api.spotify.com/v1/audio-analysis/6rx6Ew1sday1KvsnD4HNdI,200307,4
4961,0.631,0.696,0,-5.631,0,0.211,0.578,0.0,0.0784,0.927,173.537,audio_features,4TBtGrMgUYH7D5Tf5HLvyz,spotify:track:4TBtGrMgUYH7D5Tf5HLvyz,https://api.spotify.com/v1/tracks/4TBtGrMgUYH7D5Tf5HLvyz,https://api.spotify.com/v1/audio-analysis/4TBtGrMgUYH7D5Tf5HLvyz,192177,4
4962,0.506,0.434,2,-13.758,1,0.129,0.525,0.0011,0.234,0.498,80.523,audio_features,62QInSlXQI11BR9ycVWjd6,spotify:track:62QInSlXQI11BR9ycVWjd6,https://api.spotify.com/v1/tracks/62QInSlXQI11BR9ycVWjd6,https://api.spotify.com/v1/audio-analysis/62QInSlXQI11BR9ycVWjd6,282427,3
4963,0.515,0.487,11,-8.147,1,0.0293,0.575,0.124,0.139,0.47,145.071,audio_features,0oBfrjRtYaCi82cAiHuo5W,spotify:track:0oBfrjRtYaCi82cAiHuo5W,https://api.spotify.com/v1/tracks/0oBfrjRtYaCi82cAiHuo5W,https://api.spotify.com/v1/audio-analysis/0oBfrjRtYaCi82cAiHuo5W,232320,4
4964,0.622,0.737,2,-9.296,1,0.0289,0.0349,4.6e-06,0.318,0.742,130.255,audio_features,4GbnjrrobeVLCl1FQ5C0OY,spotify:track:4GbnjrrobeVLCl1FQ5C0OY,https://api.spotify.com/v1/tracks/4GbnjrrobeVLCl1FQ5C0OY,https://api.spotify.com/v1/audio-analysis/4GbnjrrobeVLCl1FQ5C0OY,310400,4
4965,0.529,0.641,4,-5.3,0,0.03,0.209,7.12e-05,0.192,0.86,78.69,audio_features,0JHnYWw2dChdrApll2QtMn,spotify:track:0JHnYWw2dChdrApll2QtMn,https://api.spotify.com/v1/tracks/0JHnYWw2dChdrApll2QtMn,https://api.spotify.com/v1/audio-analysis/0JHnYWw2dChdrApll2QtMn,154067,4
